"3883: (rdflib.term.URIRef('http://dbpedia.org/property/label'), rdflib.term.URIRef('http://purl.org/dc/terms/subject'))=http://dbpedia.org/resource/Category:Indie_rock_record_labels";"0.392"
"8167: http://www.w3.org/2000/01/rdf-schema#label";"-0.384"
"7471: (rdflib.term.URIRef('http://dbpedia.org/property/artist'), rdflib.term.URIRef('http://dbpedia.org/property/genre'))=http://dbpedia.org/resource/Indie_rock";"-0.377"
"9194: (rdflib.term.URIRef('http://dbpedia.org/property/artist'), rdflib.term.URIRef('http://dbpedia.org/ontology/genre'))=http://dbpedia.org/resource/Folk_music";"0.370"
"3876: (rdflib.term.URIRef('http://dbpedia.org/property/label'), rdflib.term.URIRef('http://purl.org/dc/terms/subject'))=http://dbpedia.org/resource/Category:Alternative_rock_record_labels";"-0.362"
"4581: http://dbpedia.org/property/rev=Blender";"-0.358"
"6628: (rdflib.term.URIRef('http://dbpedia.org/property/label'), rdflib.term.URIRef('http://dbpedia.org/property/genre'))=Various";"-0.342"
"9201: (rdflib.term.URIRef('http://dbpedia.org/property/artist'), rdflib.term.URIRef('http://dbpedia.org/ontology/genre'))=http://dbpedia.org/resource/Indie_rock";"-0.329"
"7845: (rdflib.term.URIRef('http://dbpedia.org/ontology/producer'), rdflib.term.URIRef('http://purl.org/dc/terms/subject'))=http://dbpedia.org/resource/Category:English_record_producers";"0.316"
"7933: (rdflib.term.URIRef('http://dbpedia.org/ontology/recordLabel'), rdflib.term.URIRef('http://xmlns.com/foaf/0.1/homepage'))";"0.301"
"9193: (rdflib.term.URIRef('http://dbpedia.org/property/artist'), rdflib.term.URIRef('http://dbpedia.org/ontology/genre'))=http://dbpedia.org/resource/Alternative_rock";"-0.296"
"7467: (rdflib.term.URIRef('http://dbpedia.org/property/artist'), rdflib.term.URIRef('http://dbpedia.org/property/genre'))=http://dbpedia.org/resource/Alternative_rock";"-0.293"
"8285: http://dbpedia.org/property/mc<=62";"-0.285"
"8939: (rdflib.term.URIRef('http://dbpedia.org/ontology/producer'), rdflib.term.URIRef('http://dbpedia.org/ontology/recordLabel'))=http://dbpedia.org/resource/Warner_Bros._Records";"0.281"
"1250: (rdflib.term.URIRef('http://purl.org/dc/terms/subject'), rdflib.term.URIRef('http://www.w3.org/2004/02/skos/core#broader'))=http://dbpedia.org/resource/Category:Indie_rock_albums_by_American_artists";"-0.279"
"8286: http://dbpedia.org/property/mc<=63";"-0.279"
"8287: http://dbpedia.org/property/mc<=64";"-0.279"
"8288: http://dbpedia.org/property/mc<=65";"-0.279"
"8289: http://dbpedia.org/property/mc<=66";"-0.279"
"2798: (rdflib.term.URIRef('http://dbpedia.org/ontology/previousWork'), rdflib.term.URIRef('http://dbpedia.org/property/rev'))=http://dbpedia.org/resource/Pitchfork_Media";"0.276"
"4670: (rdflib.term.URIRef('http://dbpedia.org/ontology/previousWork'), rdflib.term.URIRef('http://xmlns.com/foaf/0.1/homepage'))";"-0.268"
"7502: (rdflib.term.URIRef('http://dbpedia.org/ontology/subsequentWork'), rdflib.term.URIRef('http://dbpedia.org/property/rev'))=http://dbpedia.org/resource/Drowned_in_Sound";"0.264"
"5354: (rdflib.term.URIRef('http://dbpedia.org/property/label'), rdflib.term.URIRef('http://dbpedia.org/ontology/genre'))=http://dbpedia.org/resource/Indie_rock";"0.261"
"9197: (rdflib.term.URIRef('http://dbpedia.org/property/artist'), rdflib.term.URIRef('http://dbpedia.org/ontology/genre'))=http://dbpedia.org/resource/Folk_rock";"-0.261"
"6644: (rdflib.term.URIRef('http://dbpedia.org/ontology/artist'), rdflib.term.URIRef('http://dbpedia.org/ontology/genre'))=http://dbpedia.org/resource/Pop_rock";"-0.252"
"5734: (rdflib.term.URIRef('http://dbpedia.org/ontology/recordLabel'), rdflib.term.URIRef('http://dbpedia.org/property/genre'))=Various";"-0.250"
"2402: (rdflib.term.URIRef('http://dbpedia.org/property/genre'), rdflib.term.URIRef('http://purl.org/dc/terms/subject'))=http://dbpedia.org/resource/Category:Rhythm_and_blues_music_genres";"0.246"
"6542: (rdflib.term.URIRef('http://dbpedia.org/ontology/producer'), rdflib.term.URIRef('http://dbpedia.org/property/landscape'))=yes";"0.246"
"8290: http://dbpedia.org/property/mc<=67";"-0.246"
"8291: http://dbpedia.org/property/mc<=68";"-0.246"
"8292: http://dbpedia.org/property/mc<=69";"-0.246"
"8293: http://dbpedia.org/property/mc<=70";"-0.246"
"8294: http://dbpedia.org/property/mc<=71";"-0.246"
"8295: http://dbpedia.org/property/mc<=72";"-0.246"
"8296: http://dbpedia.org/property/mc<=73";"-0.246"
"8297: http://dbpedia.org/property/mc<=74";"-0.246"
"8298: http://dbpedia.org/property/mc<=75";"-0.246"
"7469: (rdflib.term.URIRef('http://dbpedia.org/property/artist'), rdflib.term.URIRef('http://dbpedia.org/property/genre'))=http://dbpedia.org/resource/Folk_rock";"-0.243"
"8299: http://dbpedia.org/property/mc<=76";"-0.240"
"8300: http://dbpedia.org/property/mc<=77";"-0.240"
"8301: http://dbpedia.org/property/mc<=78";"-0.240"
"6239: (rdflib.term.URIRef('http://dbpedia.org/ontology/subsequentWork'), rdflib.term.URIRef('http://dbpedia.org/property/type'))=Studio";"-0.238"
"5210: (rdflib.term.URIRef('http://dbpedia.org/property/label'), rdflib.term.URIRef('http://dbpedia.org/property/name'))";"0.237"
"6643: (rdflib.term.URIRef('http://dbpedia.org/ontology/artist'), rdflib.term.URIRef('http://dbpedia.org/ontology/genre'))=http://dbpedia.org/resource/Electronica";"-0.236"
"7500: (rdflib.term.URIRef('http://dbpedia.org/ontology/subsequentWork'), rdflib.term.URIRef('http://dbpedia.org/property/rev'))=http://dbpedia.org/resource/Pitchfork_Media";"0.236"
"102: (rdflib.term.URIRef('http://dbpedia.org/property/genre'), rdflib.term.URIRef('http://dbpedia.org/ontology/stylisticOrigin'))=http://dbpedia.org/resource/Space_rock";"0.235"
"7671: (rdflib.term.URIRef('http://dbpedia.org/ontology/artist'), rdflib.term.URIRef('http://dbpedia.org/ontology/bandMember'))";"0.235"
"6629: (rdflib.term.URIRef('http://dbpedia.org/property/label'), rdflib.term.URIRef('http://dbpedia.org/property/genre'))=http://dbpedia.org/resource/Indie_rock";"0.234"
"131: (rdflib.term.URIRef('http://dbpedia.org/property/producer'), rdflib.term.URIRef('http://dbpedia.org/property/notableInstruments'))";"-0.233"
"9917: (rdflib.term.URIRef('http://dbpedia.org/ontology/previousWork'), rdflib.term.URIRef('http://dbpedia.org/property/rev7score'))";"-0.231"
"3891: (rdflib.term.URIRef('http://dbpedia.org/property/label'), rdflib.term.URIRef('http://purl.org/dc/terms/subject'))=http://dbpedia.org/resource/Category:EMI";"0.230"
"4303: (rdflib.term.URIRef('http://dbpedia.org/property/artist'), rdflib.term.URIRef('http://dbpedia.org/property/origin'))=http://dbpedia.org/resource/United_States";"-0.230"
"2379: (rdflib.term.URIRef('http://dbpedia.org/property/genre'), rdflib.term.URIRef('http://purl.org/dc/terms/subject'))=http://dbpedia.org/resource/Category:Punk_rock_genres";"0.223"
"9910: (rdflib.term.URIRef('http://dbpedia.org/ontology/recordLabel'), rdflib.term.URIRef('http://dbpedia.org/ontology/genre'))=http://dbpedia.org/resource/Rock_music";"-0.222"
"5264: (rdflib.term.URIRef('http://dbpedia.org/property/artist'), rdflib.term.URIRef('http://dbpedia.org/property/yearsActive'))<=1978";"0.221"
"4008: (rdflib.term.URIRef('http://dbpedia.org/property/label'), rdflib.term.URIRef('http://dbpedia.org/property/location'))=http://dbpedia.org/resource/London";"0.220"
"4792: (rdflib.term.URIRef('http://dbpedia.org/property/producer'), rdflib.term.URIRef('http://dbpedia.org/property/genre'))=http://dbpedia.org/resource/Rock_music";"-0.220"
"9196: (rdflib.term.URIRef('http://dbpedia.org/property/artist'), rdflib.term.URIRef('http://dbpedia.org/ontology/genre'))=http://dbpedia.org/resource/Pop_rock";"-0.220"
"2787: (rdflib.term.URIRef('http://dbpedia.org/property/title'), rdflib.term.URIRef('http://dbpedia.org/ontology/genre'))=http://dbpedia.org/resource/Hip_hop_music";"-0.218"
"1466: (rdflib.term.URIRef('http://dbpedia.org/ontology/recordLabel'), rdflib.term.URIRef('http://dbpedia.org/ontology/location'))";"0.217"
"5193: (rdflib.term.URIRef('http://dbpedia.org/property/artist'), rdflib.term.URIRef('http://xmlns.com/foaf/0.1/homepage'))";"0.217"
"6291: (rdflib.term.URIRef('http://dbpedia.org/ontology/subsequentWork'), rdflib.term.URIRef('http://dbpedia.org/property/allWriting'))";"0.217"
"937: (rdflib.term.URIRef('http://dbpedia.org/property/genre'), rdflib.term.URIRef('http://dbpedia.org/property/source'))";"0.216"
"1251: (rdflib.term.URIRef('http://purl.org/dc/terms/subject'), rdflib.term.URIRef('http://www.w3.org/2004/02/skos/core#broader'))=http://dbpedia.org/resource/Category:Albums_by_certification";"-0.216"
